,wlcode
W03649,92
W12166,92
W08930,92
W08929,92
W03690,92
W03699,92
W03805,92
W08869,92
W15999,92
W16000,92
W08858,92
W03853,92
W15980,92
W03851,92
W15981,92
W08859,92
W03848,92
W12209,92
W03833,92
W12205,92
W15987,92
W12204,92
W08863,92
W15992,92
W15993,92
W03835,92
W08866,92
W12211,92
W07488,92
W15983,92
W03831,92
W16001,92
W16002,92
W03823,92
W16003,92
W03821,92
W03820,92
W16004,92
W03817,92
W03815,92
W07328,92
W03813,92
W08871,92
W03811,92
W03809,92
W12203,92
W03807,92
W15996,92
W08868,92
W06697,92
W07489,92
W07490,92
W06744,92
W06743,92
W06739,92
W07474,92
W06732,92
W07481,92
W06730,92
W06745,92
W06729,92
W06727,92
W06726,92
W06724,92
W06723,92
W13105,92
W07483,92
W06750,92
W06728,92
W06747,92
W06748,92
W06749,92
W06820,92
W06819,92
W06818,92
W06817,92
W06814,92
W06813,92
W06812,92
W06811,92
W06809,92
W06808,92
W06807,92
W07461,92
W07462,92
W06778,92
W06777,92
W06776,92
W06775,92
W06751,92
W06752,92
W06765,92
W06773,92
W07627,92
W06398,92
W06397,92
W06394,92
W06392,92
W06391,92
W06389,92
W13003,92
W06387,92
W06386,92
W06384,92
W07630,92
W06382,92
W07631,92
W07632,92
W06378,92
W06377,92
W06405,92
W06821,92
W07541,92
W07539,92
W06772,92
W06771,92
W06770,92
W06769,92
W06768,92
W06767,92
W06766,92
W06764,92
W06753,92
W06763,92
W06762,92
W06760,92
W06759,92
W06758,92
W06756,92
W06755,92
W06754,92
W06572,92
W07633,92
W06822,92
W06826,92
W07535,92
W07536,92
W07537,92
W06580,92
W06579,92
W06578,92
W06577,92
W07534,92
W07524,92
W06608,92
W07519,92
W13096,92
W06646,92
W07514,92
W06643,92
W07515,92
W13095,92
W06588,92
W06589,92
W07532,92
W07491,92
W07492,92
W07493,92
W07494,92
W07495,92
W07509,92
W06651,92
W07510,92
W13099,92
W07525,92
W07526,92
W07527,92
W06598,92
W06596,92
W13094,92
W06594,92
W07529,92
W06640,92
W07517,92
W06632,92
W06624,92
W07469,92
W06789,92
W06788,92
W06787,92
W06786,92
W06785,92
W06784,92
W06783,92
W06782,92
W06780,92
W06779,92
W06800,92
W07465,92
W06719,92
W07463,92
W07458,92
W07459,92
W06792,92
W06824,92
W06793,92
W06795,92
W06609,92
W06619,92
W07520,92
W06617,92
W07521,92
W06613,92
W07522,92
W06611,92
W06610,92
W06714,92
W07484,92
W06831,92
W07466,92
W07468,92
W06798,92
W06797,92
W06796,92
W06794,92
W13379,92
W08174,92
W07228,92
W14870,92
W14873,92
W14880,92
W14883,92
W14841,92
W05120,92
W05121,92
W12486,92
W05133,92
W05141,92
W05140,92
W05139,92
W05138,92
W05137,92
W05136,92
W05134,92
W05142,92
W05097,92
W12487,92
W12489,92
W08260,92
W05184,92
W14836,92
W05147,92
W05145,92
W05143,92
W08283,92
W08284,92
W05112,92
W05110,92
W14847,92
W08289,92
W12501,92
W14849,92
W14851,92
W08294,92
W12490,92
W05132,92
W08258,92
W14840,92
W05130,92
W12551,92
W14734,92
W12548,92
W12547,92
W08212,92
W08214,92
W05289,92
W05298,92
W05288,92
W05313,92
W14723,92
W14712,92
W05341,92
W12571,92
W05339,92
W05338,92
W14724,92
W08206,92
W08204,92
W14731,92
W05129,92
W14838,92
W05127,92
W05126,92
W05125,92
W14839,92
W08248,92
W14777,92
W05216,92
W14736,92
W14725,92
W14726,92
W14727,92
W12555,92
W14730,92
W05304,92
W12554,92
W12502,92
W05190,92
W05193,92
W12528,92
W08113,92
W05517,92
W08114,92
W14618,92
W08117,92
W14621,92
W05511,92
W08118,92
W05509,92
W08127,92
W14622,92
W08122,92
W05504,92
W05503,92
W14623,92
W08123,92
W08119,92
W14631,92
W05494,92
W05493,92
W12607,92
W14633,92
W12606,92
W14634,92
W12603,92
W14636,92
W12600,92
W12599,92
W05482,92
W12596,92
W05480,92
W14640,92
W05477,92
W05476,92
W05475,92
W05474,92
W05473,92
W08125,92
W14629,92
W05347,92
W05346,92
W14831,92
W12526,92
W05342,92
W08261,92
W14781,92
W14785,92
W05209,92
W14786,92
W05206,92
W05205,92
W14788,92
W14790,92
W14791,92
W08255,92
W14792,92
W05197,92
W05196,92
W05151,92
W08188,92
W05152,92
W05154,92
W05345,92
W05176,92
W05173,92
W12515,92
W05171,92
W05170,92
W08268,92
W05168,92
W05167,92
W14832,92
W05164,92
W05162,92
W05160,92
W05159,92
W14833,92
W14834,92
W05155,92
W14835,92
W14709,92
W05334,92
W10669,92
W07808,92
W07827,92
W07830,92
W05995,92
W05994,92
W12831,92
W07838,92
W07806,92
W07840,92
W12828,92
W05982,92
W05981,92
W05979,92
W12827,92
W07847,92
W05976,92
W07841,92
W07804,92
W12849,92
W06087,92
W06123,92
W06119,92
W06116,92
W06114,92
W06110,92
W06109,92
W06108,92
W06106,92
W07768,92
W12891,92
W12889,92
W06099,92
W12886,92
W06091,92
W07778,92
W06089,92
W06088,92
W07849,92
W07850,92
W07852,92
W07854,92
W07824,92
W07761,92
W06135,92
W06136,92
W06215,92
W06247,92
W07696,92
W06241,92
W06239,92
W07702,92
W07704,92
W06235,92
W06233,92
W06232,92
W06231,92
W06230,92
W03663,92
W07821,92
W12906,92
W07820,92
W07818,92
W05999,92
W07826,92
W06001,92
W06023,92
W06039,92
W06038,92
W07810,92
W06033,92
W06032,92
W07811,92
W12844,92
W07813,92
W06022,92
W06004,92
W06021,92
W06017,92
W07816,92
W07819,92
W12608,92
W12882,92
W06085,92
W14763,92
W08238,92
W08239,92
W08240,92
W05230,92
W08243,92
W14771,92
W08237,92
W05222,92
W14772,92
W05219,92
W08246,92
W08232,92
W05248,92
W05249,92
W05262,92
W08245,92
W05239,92
W08235,92
W14759,92
W14713,92
W08197,92
W05329,92
W12566,92
W14716,92
W08191,92
W05324,92
W14717,92
W12557,92
W05317,92
W12543,92
W08217,92
W05217,92
W14743,92
W14758,92
W05245,92
W08234,92
W14744,92
W05272,92
W14745,92
W14746,92
W06078,92
W06076,92
W07788,92
W06072,92
W06071,92
W06070,92
W06068,92
W06067,92
W07793,92
W07794,92
W12860,92
W06057,92
W12858,92
W12856,92
W07801,92
W12855,92
W12871,92
W07786,92
W07856,92
W06080,92
W06083,92
W14747,92
W05267,92
W05265,92
W05263,92
W14750,92
W05250,92
W05259,92
W14754,92
W05256,92
W12537,92
W05254,92
W05253,92
W12536,92
W14757,92
W05618,92
W05620,92
W05621,92
W06081,92
W13401,92
W14632,92
W14607,92
W07048,92
W07047,92
W07046,92
W07045,92
W07044,92
W07394,92
W07042,92
W07051,92
W07396,92
W07038,92
W07037,92
W07035,92
W07033,92
W07032,92
W07398,92
W07029,92
W07039,92
W07024,92
W06965,92
W06964,92
W06893,92
W07435,92
W13133,92
W13131,92
W06885,92
W06884,92
W06882,92
W06870,92
W06881,92
W07443,92
W06879,92
W06878,92
W07444,92
W06876,92
W07446,92
W06872,92
W06963,92
W07028,92
W06894,92
W07027,92
W07053,92
W07023,92
W06966,92
W07022,92
W06990,92
W06989,92
W07405,92
W06987,92
W07399,92
W07407,92
W07409,92
W06982,92
W07410,92
W06980,92
W06977,92
W13156,92
W07412,92
W07408,92
W13160,92
W13164,92
W07390,92
W07054,92
W07079,92
W07087,92
W07086,92
W07085,92
W07382,92
W07083,92
W07082,92
W07081,92
W07080,92
W07078,92
W07056,92
W07385,92
W07071,92
W07387,92
W07388,92
W07066,92
W07052,92
W13135,92
W06883,92
W06869,92
W06915,92
W06914,92
W06913,92
W07429,92
W06911,92
W06909,92
W06908,92
W06917,92
W06906,92
W13138,92
W07423,92
W07421,92
W07088,92
W06936,92
W06962,92
W06960,92
W06905,92
W07426,92
W07425,92
W06920,92
W07236,92
W07235,92
W13240,92
W07233,92
W07232,92
W07231,92
W07331,92
W07229,92
W07377,92
W13172,92
W07089,92
W07422,92
W06929,92
W06928,92
W07424,92
W06926,92
W06921,92
W06959,92
W06958,92
W13147,92
W06956,92
W06859,92
W07453,92
W07454,92
W06854,92
W06853,92
W06852,92
W06851,92
W07455,92
W06849,92
W06845,92
W06843,92
W06842,92
W06841,92
W06840,92
W13124,92
W07447,92
W06868,92
W13126,92
W06974,92
W07451,92
W07450,92
W06955,92
W07418,92
W06953,92
W06952,92
W06951,92
W13145,92
W06947,92
W06946,92
W06945,92
W06944,92
W06943,92
W06941,92
W07420,92
W06902,92
W06900,92
W07432,92
W06896,92
W06864,92
W13149,92
W06971,92
W07414,92
W08171,92
W14682,92
W05375,92
W05385,92
W14683,92
W05383,92
W08173,92
W05393,92
W05381,92
W05377,92
W12594,92
W05470,92
W12965,92
W08087,92
W05570,92
W05564,92
W12576,92
W12580,92
W05398,92
W14678,92
W08181,92
W14703,92
W14704,92
W05356,92
W14705,92
W14706,92
W12575,92
W05351,92
W12573,92
W14708,92
W08178,92
W05373,92
W14684,92
W14681,92
W05404,92
W12587,92
W08165,92
W05563,92
W08092,92
W12632,92
W08095,92
W08072,92
W05603,92
W08073,92
W05601,92
W05599,92
W05598,92
W08074,92
W12645,92
W05593,92
W12639,92
W08079,92
W05583,92
W05582,92
W12637,92
W08085,92
W05524,92
W08109,92
W05605,92
W14701,92
W08071,92
W08069,92
W12630,92
W08097,92
W08098,92
W05545,92
W12629,92
W05539,92
W05538,92
W05536,92
W05535,92
W05534,92
W05532,92
W05527,92
W08103,92
W05572,92
W12636,92
W08137,92
W05578,92
W08070,92
W08111,92
W05364,92
W05366,92
W06999,92
W07404,92
W06997,92
W12972,92
W12966,92
W07675,92
W05438,92
W07000,92
W08153,92
W05434,92
W08155,92
W05431,92
W05430,92
W05429,92
W08156,92
W05427,92
W08154,92
W07403,92
W07003,92
W07006,92
W07415,92
W07416,92
W06991,92
W06992,92
W06993,92
W07010,92
W07019,92
W07400,92
W07017,92
W07016,92
W07015,92
W07014,92
W07013,92
W07011,92
W07401,92
W06996,92
W07402,92
W08157,92
W08159,92
W05424,92
W14652,92
W12593,92
W05451,92
W05450,92
W05448,92
W14645,92
W14646,92
W05445,92
W05444,92
W14669,92
W14671,92
W14676,92
W05406,92
W14696,92
W14697,92
W05369,92
W14698,92
W08179,92
W05453,92
W08180,92
W05454,92
W05457,92
W14653,92
W08160,92
W14656,92
W08161,92
W14658,92
W14661,92
W08151,92
W08149,92
W05469,92
W08148,92
W05467,92
W05465,92
W05464,92
W05462,92
W08141,92
W14643,92
W14644,92
W08143,92
W03664,92
W15719,92
W03666,92
W04894,92
W15102,92
W04887,92
W08402,92
W04885,92
W08403,92
W12414,92
W04895,92
W08410,92
W15109,92
W04877,92
W04876,92
W04875,92
W15110,92
W04873,92
W15111,92
W08408,92
W08399,92
W04882,92
W15113,92
W12412,92
W08419,92
W04855,92
W15129,92
W15131,92
W04852,92
W04848,92
W15133,92
W04846,92
W04845,92
W08420,92
W15136,92
W15137,92
W08421,92
W04840,92
W12413,92
W08411,92
W15022,92
W08417,92
W15020,92
W14945,92
W15018,92
W08316,92
W14901,92
W05084,92
W14906,92
W05082,92
W12479,92
W14941,92
W05079,92
W05075,92
W05074,92
W05073,92
W12476,92
W14926,92
W08310,92
W05068,92
W14917,92
W12467,92
W14973,92
W14972,92
W08319,92
W14948,92
W14949,92
W14954,92
W14955,92
W08326,92
W12464,92
W14963,92
W14965,92
W12463,92
W12458,92
W05039,92
W12455,92
W05036,92
W12454,92
W14970,92
W14971,92
W15328,92
W15122,92
W08414,92
W04863,92
W04281,92
W15561,92
W04279,92
W08624,92
W04276,92
W04275,92
W15564,92
W04271,92
W12307,92
W15330,92
W05087,92
W08370,92
W08372,92
W08373,92
W08377,92
W04929,92
W04599,92
W08623,92
W08620,92
W04288,92
W15598,92
W04250,92
W04249,92
W04248,92
W04247,92
W08643,92
W15600,92
W12305,92
W12306,92
W08627,92
W15560,92
W15552,92
W15553,92
W08614,92
W15555,92
W08618,92
W15559,92
W15056,92
W15057,92
W12433,92
W15058,92
W04959,92
W15025,92
W15026,92
W15027,92
W08360,92
W08361,92
W08362,92
W08363,92
W15038,92
W04943,92
W08366,92
W15045,92
W04940,92
W15091,92
W04904,92
W08397,92
W15094,92
W04960,92
W05066,92
W04961,92
W04963,92
W08385,92
W08386,92
W04917,92
W08387,92
W08388,92
W08390,92
W08391,92
W15080,92
W15082,92
W08393,92
W15088,92
W08371,92
W04936,92
W15021,92
W08367,92
W04965,92
W15024,92
W04962,92
W14934,92
W05064,92
W12475,92
W12366,92
W08511,92
W12364,92
W15321,92
W15322,92
W15325,92
W15326,92
W15316,92
W15327,92
W04604,92
W04603,92
W08505,92
W04624,92
W04625,92
W04640,92
W08497,92
W08513,92
W15315,92
W04616,92
W04617,92
W04694,92
W04693,92
W04692,92
W15247,92
W08472,92
W04689,92
W04688,92
W08473,92
W12387,92
W04655,92
W15270,92
W15271,92
W08496,92
W15309,92
W08506,92
W08507,92
W12368,92
W04649,92
W15276,92
W04647,92
W08498,92
W15171,92
W04792,92
W04791,92
W04790,92
W04789,92
W15174,92
W08440,92
W15179,92
W04785,92
W08442,92
W08446,92
W04777,92
W08447,92
W15181,92
W15182,92
W15166,92
W08436,92
W04795,92
W15246,92
W15169,92
W04799,92
W15287,92
W15288,92
W04641,92
W15290,92
W08503,92
W15300,92
W12370,92
W15304,92
W04631,92
W04630,92
W04629,92
W08502,92
W15305,92
W15236,92
W04709,92
W04710,92
W04767,92
W04797,92
W12298,92
W08471,92
W04699,92
W04975,92
W08358,92
W15015,92
W14997,92
W04997,92
W08353,92
W05010,92
W04976,92
W05025,92
W05021,92
W14982,92
W14984,92
W05016,92
W05012,92
W14985,92
W05008,92
W05024,92
W15012,92
W04978,92
W04980,92
W12474,92
W05030,92
W05029,92
W12453,92
W12450,92
W04995,92
W14998,92
W14999,92
W04992,92
W15004,92
W04989,92
W04986,92
W15009,92
W04984,92
W08355,92
W15011,92
W08357,92
W14995,92
W14988,92
W14989,92
W08351,92
W04662,92
W15262,92
W15263,92
W08491,92
W08492,92
W15268,92
W08493,92
W04679,92
W08479,92
W15139,92
W08478,92
W08468,92
W15241,92
W15244,92
W15245,92
W04702,92
W08469,92
W15261,92
W04698,92
W15260,92
W08486,92
W05004,92
W08352,92
W05002,92
W05001,92
W14993,92
W04839,92
W04838,92
W08422,92
W15254,92
W04677,92
W12380,92
W04673,92
W15257,92
W04671,92
W04670,92
W15258,92
W15259,92
W12372,92
W08435,92
W08641,92
W12300,92
W15363,92
W04558,92
W15364,92
W15368,92
W15370,92
W15371,92
W04552,92
W15361,92
W15349,92
W15434,92
W15345,92
W12363,92
W04597,92
W15334,92
W15336,92
W04593,92
W15346,92
W08521,92
W15360,92
W15356,92
W12328,92
W04404,92
W04403,92
W04402,92
W04401,92
W04477,92
W04479,92
W15331,92
W15347,92
W04572,92
W15350,92
W15351,92
W15352,92
W15353,92
W15354,92
W04566,92
W15355,92
W04592,92
W15490,92
W04591,92
W15338,92
W15418,92
W12346,92
W04498,92
W15424,92
W15425,92
W15426,92
W15429,92
W15416,92
W15430,92
W12343,92
W15433,92
W04482,92
W12358,92
W08537,92
W04519,92
W12360,92
W08549,92
W04508,92
W04509,92
W08541,92
W04588,92
W04587,92
W04586,92
W12361,92
W08520,92
W15343,92
W04582,92
W15344,92
W04580,92
W04579,92
W15376,92
W08524,92
W04549,92
W04548,92
W04516,92
W04515,92
W08539,92
W04590,92
W08573,92
W15489,92
W04400,92
W04452,92
W04478,92
W04453,92
W08551,92
W04475,92
W04474,92
W15437,92
W04450,92
W04472,92
W12342,92
W15458,92
W15459,92
W15460,92
W12336,92
W08557,92
W04463,92
W04471,92
W15476,92
W04426,92
W15474,92
W04451,92
W04449,92
W12335,92
W04447,92
W12333,92
W04445,92
W04444,92
W15466,92
W15467,92
W04440,92
W04439,92
W04438,92
W04437,92
W15468,92
W08564,92
W15469,92
W15470,92
W15463,92
W04461,92
W04460,92
W04459,92
W08588,92
W04372,92
W15508,92
W15510,92
W15497,92
W15495,92
W15493,92
W15487,92
W04419,92
W04418,92
W04417,92
W04416,92
W15478,92
W04413,92
W08570,92
W08572,92
W15488,92
W12320,92
W04547,92
W12323,92
W04378,92
W15464,92
W04456,92
W15477,92
W04422,92
W04421,92
W04420,92
W08576,92
W04395,92
W04393,92
W04390,92
W08577,92
W04387,92
W15501,92
W12326,92
W04384,92
W15502,92
W15505,92
W12324,92
W15380,92
W04544,92
W15385,92
W04159,92
W15605,92
W15601,92
W08644,92
W04300,92
W04329,92
W04328,92
W08710,92
W04327,92
W08605,92
W15543,92
W15545,92
W15546,92
W04317,92
W04316,92
W04315,92
W08603,92
W15710,92
W04162,92
W08709,92
W04155,92
W04156,92
W08712,92
W15704,92
W08687,92
W12272,92
W15691,92
W15692,92
W04176,92
W08700,92
W08702,92
W08703,92
W08706,92
W04158,92
W15706,92
W04167,92
W08708,92
W04314,92
W04312,92
W04311,92
W15549,92
W15529,92
W15531,92
W15534,92
W12314,92
W04338,92
W15551,92
W04299,92
W04243,92
W04298,92
W12304,92
W04264,92
W12302,92
W04262,92
W04261,92
W04260,92
W04259,92
W15578,92
W15528,92
W04131,92
W15527,92
W12311,92
W15550,92
W04308,92
W04307,92
W04302,92
W15540,92
W04331,92
W15539,92
W08594,92
W15513,92
W15514,92
W04363,92
W15516,92
W15518,92
W08591,92
W04359,92
W15523,92
W15526,92
W12315,92
W12299,92
W15729,92
W08726,92
W12287,92
W04203,92
W15656,92
W15659,92
W15660,92
W15662,92
W04196,92
W04206,92
W15676,92
W08674,92
W08675,92
W15680,92
W15681,92
W15682,92
W04188,92
W04187,92
W12286,92
W15652,92
W12291,92
W08666,92
W15386,92
W15388,92
W04538,92
W15389,92
W12359,92
W04520,92
W04533,92
W15397,92
W08533,92
W04528,92
W08534,92
W04525,92
W04524,92
W04521,92
W04369,92
W04368,92
W15511,92
W15643,92
W15642,92
W12317,92
W08665,92
W08681,92
W12275,92
W08713,92
W08714,92
W04152,92
W04150,92
W08718,92
W08721,92
W04144,92
W08723,92
W12943,92
W08724,92
W08725,92
W15725,92
W04137,92
W04136,92
W04135,92
W15684,92
W08727,92
W12285,92
W04216,92
W12297,92
W04238,92
W08646,92
W15607,92
W04235,92
W15612,92
W08648,92
W04232,92
W04231,92
W04225,92
W04224,92
W08650,92
W04222,92
W15617,92
W15619,92
W15626,92
W08658,92
W04215,92
W08935,92
W04821,92
W04832,92
W08825,92
W08826,92
W08828,92
W03941,92
W15892,92
W15893,92
W08829,92
W03945,92
W15895,92
W03933,92
W03932,92
W12224,92
W08814,92
W08809,92
W03859,92
W03960,92
W08830,92
W08820,92
W12225,92
W08818,92
W03379,92
W16142,92
W03377,92
W03373,92
W09037,92
W03364,92
W03363,92
W03361,92
W09039,92
W03358,92
W03644,92
W03645,92
W16049,92
W03956,92
W15869,92
W12227,92
W15873,92
W15841,92
W03381,92
W08796,92
W03983,92
W03880,92
W15957,92
W15958,92
W12218,92
W08846,92
W08847,92
W15959,92
W15951,92
W12217,92
W03870,92
W08851,92
W15971,92
W03866,92
W03865,92
W03864,92
W12214,92
W03871,92
W15950,92
W08834,92
W15908,92
W08798,92
W08799,92
W03978,92
W08800,92
W08801,92
W08802,92
W08803,92
W08804,92
W15854,92
W08807,92
W03967,92
W03966,92
W15861,92
W03963,92
W03961,92
W03929,92
W15901,92
W03986,92
W09035,92
W03383,92
W03384,92
W12122,92
W03397,92
W03396,92
W03394,92
W03393,92
W16122,92
W03415,92
W09032,92
W03416,92
W03440,92
W03439,92
W03438,92
W16119,92
W03435,92
W03434,92
W03433,92
W03431,92
W03400,92
W09031,92
W16127,92
W03235,92
W09118,92
W09121,92
W09048,92
W03323,92
W16150,92
W03391,92
W09027,92
W09028,92
W03411,92
W03410,92
W03409,92
W03408,92
W16126,92
W03406,92
W09030,92
W03404,92
W03432,92
W03430,92
W03417,92
W09024,92
W03340,92
W03338,92
W03337,92
W03335,92
W03334,92
W03332,92
W03331,92
W03330,92
W16149,92
W16143,92
W09043,92
W03355,92
W09036,92
W03388,92
W03387,92
W03386,92
W03385,92
W03341,92
W15973,92
W16147,92
W16146,92
W09025,92
W09026,92
W03423,92
W03422,92
W16121,92
W03419,92
W03418,92
W16129,92
W03390,92
W03326,92
W03389,92
W03352,92
W09044,92
W16145,92
W03349,92
W03348,92
W03347,92
W03343,92
W08840,92
W15944,92
W03887,92
W04034,92
W08781,92
W04029,92
W04028,92
W04027,92
W03860,92
W03858,92
W15807,92
W03648,92
W03725,92
W03724,92
W16040,92
W03721,92
W16041,92
W03719,92
W03718,92
W03727,92
W12234,92
W08778,92
W15808,92
W03998,92
W12231,92
W15830,92
W03994,92
W12233,92
W08784,92
W15810,92
W04040,92
W15793,92
W08774,92
W15800,92
W08775,92
W04044,92
W04043,92
W08776,92
W08777,92
W04039,92
W08914,92
W03716,92
W03714,92
W08915,92
W16037,92
W12178,92
W03738,92
W03737,92
W03736,92
W08908,92
W03734,92
W16038,92
W08910,92
W16039,92
W03703,92
W03702,92
W03701,92
W12177,92
W03669,92
W03668,92
W08934,92
W03741,92
W15826,92
W03742,92
W03745,92
W16042,92
W03711,92
W08916,92
W08917,92
W03707,92
W03706,92
W03705,92
W03704,92
W03726,92
W08913,92
W15974,92
W08912,92
W08898,92
W12182,92
W03748,92
W08900,92
W12179,92
W16035,92
W09116,92
W08793,92
W08792,92
W03992,92
W08771,92
W04089,92
W08752,92
W15762,92
W04081,92
W12255,92
W15835,92
W15767,92
W04074,92
W15769,92
W08759,92
W15772,92
W15774,92
W04069,92
W04068,92
W04075,92
W15838,92
W15936,92
W15934,92
W15926,92
W03923,92
W15913,92
W15914,92
W15915,92
W03914,92
W15916,92
W15917,92
W15925,92
W15928,92
W15942,92
W08836,92
W08837,92
W15933,92
W03893,92
W03892,92
W08839,92
W12248,92
W15776,92
W04061,92
W12240,92
W15754,92
W15755,92
W15788,92
W08773,92
W03993,92
W04053,92
W15813,92
W04018,92
W15818,92
W04015,92
W15822,92
W04013,92
W04008,92
W08788,92
W08789,92
W04004,92
W15823,92
W04099,92
W15824,92
W08739,92
W04105,92
W15785,92
W08740,92
W04092,92
W04094,92
W15749,92
W15740,92
W15742,92
W15743,92
W08730,92
W08731,92
W08732,92
W04113,92
W04112,92
W15750,92
W15758,92
W08733,92
W15752,92
W08738,92
W04833,92
W12091,92
W03239,92
W08993,92
W03517,92
W08994,92
W16111,92
W09007,92
W03489,92
W09008,92
W16093,92
W09015,92
W03462,92
W03461,92
W09019,92
W03459,92
W03458,92
W12129,92
W09021,92
W12130,92
W03522,92
W03523,92
W03524,92
W09006,92
W03512,92
W03514,92
W08981,92
W16096,92
W03537,92
W03536,92
W08985,92
W03533,92
W03532,92
W03531,92
W03530,92
W16083,92
W08986,92
W03527,92
W03526,92
W16092,92
W03454,92
W03493,92
W03453,92
W03451,92
W09012,92
W03474,92
W12133,92
W16117,92
W03471,92
W03470,92
W03469,92
W03476,92
W03538,92
W04126,92
W03619,92
W16057,92
W08955,92
W08956,92
W03614,92
W03613,92
W03541,92
W03468,92
W09011,92
W03479,92
W03450,92
W03449,92
W03448,92
W03447,92
W09022,92
W03445,92
W09014,92
W03466,92
W03467,92
W03478,92
W03487,92
W16113,92
W03484,92
W03483,92
W16115,92
W03481,92
W09010,92
W03452,92
W09005,92
W03495,92
W09004,92
W04736,92
W08463,92
W04734,92
W15221,92
W04732,92
W04728,92
W08466,92
W15215,92
W15231,92
W15233,92
W04720,92
W04719,92
W08467,92
W15234,92
W04716,92
W04715,92
W04724,92
W15184,92
W04711,92
W04765,92
W08424,92
W08425,92
W15145,92
W08427,92
W15146,92
W04822,92
W15156,92
W04807,92
W04819,92
W15157,92
W08429,92
W08430,92
W04811,92
W15160,92
W08431,92
W12410,92
W08449,92
W04714,92
W15235,92
W15212,92
W08458,92
W08728,92
W15737,92
W16098,92
W08995,92
W03510,92
W03509,92
W08996,92
W12135,92
W03505,92
W03504,92
W09000,92
W16101,92
W03501,92
W03500,92
W09001,92
W12134,92
W03497,92
W15731,92
W16058,92
W15208,92
W15206,92
W08457,92
W15191,92
W04763,92
W15185,92
W15186,92
W15187,92
W12400,92
W12399,92
W08452,92
W08453,92
W15200,92
W04742,92
W15202,92
W15203,92
W08455,92
W12396,92
W15205,92
W15207,92
W03610,92
W08958,92
W08959,92
W09065,92
W03315,92
W09050,92
W03309,92
W03308,92
W09051,92
W09052,92
W03441,92
W03304,92
W03299,92
W09056,92
W03297,92
W03295,92
W03294,92
W03292,92
W09062,92
W09053,92
W03283,92
W03281,92
W03257,92
W03279,92
W09067,92
W03275,92
W03273,92
W12112,92
W03271,92
W03270,92
W09075,92
W09076,92
W09077,92
W09078,92
W09079,92
W03262,92
W03261,92
W03260,92
W03259,92
W09083,92
W09064,92
W03288,92
W03287,92
W03286,92
W03206,92
W09141,92
W03229,92
W03230,92
W03231,92
W03242,92
W16183,92
W03249,92
W12098,92
W09101,92
W03246,92
W03245,92
W03244,92
W03243,92
W03241,92
W03232,92
W03240,92
W09137,92
W09066,92
W16188,92
W03210,92
W03256,92
W12107,92
W03252,92
W12100,92
W16185,92
W09122,92
W09126,92
W09128,92
W03219,92
W03218,92
W09129,92
W03216,92
W09134,92
W09135,92
W03213,92
W03212,92
W03211,92
W09136,92
W03238,92
W03282,92
W03443,92
W03635,92
W16054,92
W03633,92
W03631,92
W08952,92
W16056,92
W03628,92
W03636,92
W03626,92
W03624,92
W08953,92
W03622,92
W03594,92
W03592,92
W16065,92
W03590,92
W03625,92
W08951,92
W08949,92
W08948,92
W03607,92
W08963,92
W03604,92
W03603,92
W08964,92
W03601,92
W08965,92
W03599,92
W12145,92
W03595,92
W08954,92
W03620,92
W03542,92
W03621,92
W16050,92
W03641,92
W08947,92
W03563,92
W03562,92
W03560,92
W03559,92
W16067,92
W03584,92
W16068,92
W03581,92
W12143,92
W03579,92
W03577,92
W16072,92
W03576,92
W03575,92
W03574,92
W03573,92
W03572,92
W03571,92
W03570,92
W16069,92
W12127,92
W08971,92
W03442,92
W03589,92
W03566,92
W03558,92
W16074,92
W03556,92
W03555,92
W08978,92
W03553,92
W03552,92
W16077,92
W03550,92
W03549,92
W03548,92
W03547,92
W03545,92
W03544,92
W12136,92
W08976,92
W03565,92
W03578,92
W07706,92
W00336,92
W07707,92
W02740,92
W02739,92
W02738,92
W16628,92
W02736,92
W09415,92
W16629,92
W09414,92
W16633,92
W09418,92
W02729,92
W09419,92
W02726,92
W09420,92
W02724,92
W09421,92
W02720,92
W02733,92
W02687,92
W09424,92
W02713,92
W02712,92
W09427,92
W02709,92
W11926,92
W02705,92
W02702,92
W02717,92
W16639,92
W02700,92
W16640,92
W02696,92
W16641,92
W11924,92
W02691,92
W11923,92
W09425,92
W02722,92
W02714,92
W09444,92
W16668,92
W09448,92
W02667,92
W11917,92
W09451,92
W11913,92
W16653,92
W09455,92
W02650,92
W11912,92
W09460,92
W02665,92
W16659,92
W02664,92
W02663,92
W09465,92
W16657,92
W02669,92
W09470,92
W02623,92
W09488,92
W16666,92
W16662,92
W16663,92
W16664,92
W02639,92
W02638,92
W09472,92
W16665,92
W02635,92
W11905,92
W16661,92
W11904,92
W02631,92
W02630,92
W11900,92
W09484,92
W02626,92
W11918,92
W09426,92
W02703,92
W02620,92
W09496,92
W09497,92
W09499,92
W16695,92
W09500,92
W02601,92
W02599,92
W02610,92
W16675,92
W02594,92
W02593,92
W09503,92
W16723,92
W09524,92
W09526,92
W02520,92
W02595,92
W09492,92
W16670,92
W02614,92
W02578,92
W09510,92
W02576,92
W09515,92
W16700,92
W16713,92
W16714,92
W16715,92
W09516,92
W16717,92
W16721,92
W09507,92
W02588,92
W16696,92
W09498,92
W09489,92
W09491,92
W11884,92
W11883,92
W11882,92
W11881,92
W02555,92
W09531,92
W02553,92
W11897,92
W02551,92
